siret,adresse,"Intitulés de la  NAF rév. 2, version finale"
21140238300015,LE BOURG ENGLESQUEVILLE-EN-AUGE 14800,Administration publique générale
20008480400075,27 CHEMIN DU GANIVAY CHAMBONAS 07140,Hébergement médicalisé pour personnes âgées
29520440800013,AIGREMONT 52400 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21192290100064,71 RUE DU 19 MARS 1962 SAINT-PANTALEON-DE-LARCHE 19600,Enseignement primaire
26900059200015,MAIRIE AUTRECHENE 90140,Action sociale sans hébergement n.c.a.
12004614901294,10 PLACE DE LA JOLIETTE MARSEILLE 13002 LES DOCKS ATRIUM 10.4,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
21300211600019,13 AVENUE DE LA REPUBLIQUE REDESSAN 30129,Administration publique générale
03924731700017,28 RUE DE LIEGE PARIS 75008,Activités combinées de soutien lié aux bâtiments
29216023100018,VILLERS-ROTIN 21130 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21191460100052,LE BOURG NAVES 19460,Enseignement primaire
21240225900064,LAMONZIE-SAINT-MARTIN 24680 MAIRIE,Gestion des bibliothèques et des archives
03858047800014,RUE DE LA DOUANE STRASBOURG 67000,Activités combinées de soutien lié aux bâtiments
03912705500018,158 RUE SAINT-JACQUES PARIS 75005,Activités combinées de soutien lié aux bâtiments
21100032800099,132 GRANDE RUE DE LA RESISTANCE BAR-SUR-SEINE 10110 MAIRIE,Activité des médecins généralistes
21700277300026,GRANDE RUE GRANGES-LE-BOURG 70400,Enseignement pré-primaire
25320189100038,1 PLACE CARNOT SEISSAN 32260,Construction d'ouvrages maritimes et fluviaux
20001550100014,ARUE 98701,Enseignement secondaire général
21440204200128,13 RUE DE LA MAURIENNE THOUARE-SUR-LOIRE 44470,Enseignement pré-primaire
01987859400019,51 PORTE DE FRANCE MENTON 06500,Activités combinées de soutien lié aux bâtiments
21500205600012,LE BOURG LA GODEFROY 50300,Administration publique générale
21520110400027,CUSEY 52190,Services du feu et de secours
21800681500052,RUE DENIS SEVIN SALOUEL 80480,Enseignement primaire
20001210200022,107 ROUTE DE L’EGLISE BASSY 74910,Administration publique (tutelle) des activités économiques
22440002802819,RTE DE TREFFIEUX JANS 44170 MAIRIE,Action sociale sans hébergement n.c.a.
30320009100013,PIAZZA DE ANGELLI 3/20146,Autres intermédiaires du commerce en produits divers
19442029500017,7 RUE VICTOR HUGO CARQUEFOU 44470,Enseignement secondaire général
20006910200149,MONTS-DE-RANDON 48000 MAIRIE,Autres services de réservation et activités connexes
26540030900018,1 RUELLE DU JARD GERBEVILLER 54830,Hébergement médicalisé pour personnes âgées
21700116300021,39 GRANDE RUE CHAGEY 70400,Enseignement primaire
21630150700010,2 RUE DES ECOLES ENVAL 63530,Administration publique générale
17650431400210,2 RUE MARTYRS DE LA DEPORTATION LOURDES 65100 GROUPE SCOLAIRE LAPACCA,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
04955193000016,27 RUE BREGUET CLERMONT-FERRAND 63100,Activités combinées de soutien lié aux bâtiments
20006326100115,41 RUE DES ECOLES JUVIGNY LES VALLEES 50520 MAIRIE,"Captage, traitement et distribution d'eau"
21380188900048,HERBEYS 38320 MAIRIE,"Captage, traitement et distribution d'eau"
22320001500343,AVENUE DU COURDE L'ISLE-JOURDAIN 32600,Action sociale sans hébergement n.c.a.
21973302900470,ROUTE DE MANGO CAYENNE 97300 CITE PETIT BRUTUS,Enseignement primaire
25400268600015,MAIRIE SORDE L'ABBAYE 40300,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
21890136100038,RUE DE L'EGLISE CUY 89140,Enseignement pré-primaire
21600562900011,2 RUE PLISSON SAINT-AUBIN-SOUS-ERQUERY 60600,Administration publique générale
18130001300636,13 AVENUE SIMONE VEIL NICE 06200 CAMPUS SUD DES METIERS,Activités des organisations patronales et consulaires
25250840300018,4 RUE GABRIEL PLANCON BESANCON 25000 LA CITY,Administration publique (tutelle) des activités économiques
26310908400016,PLACE DE L'HOTEL DE VILLE MONTESQUIEU-VOLVESTRE 31310 MAIRIE,Action sociale sans hébergement n.c.a.
26950008800076,2 RUE DE BELFORT ASNIERES-SUR-SEINE 92600,Action sociale sans hébergement n.c.a.
03916375300013,1 RUE SAINT SIMON BAGNOLET 93170 1 AU 5,Activités combinées de soutien lié aux bâtiments
30370923200019,ROUTE DE L'HABIT EZY-SUR-EURE 27530,Activités des syndicats de salariés
03886437700015,6 RUE DU TINTORET ASNIERES-SUR-SEINE 92600 OIE 92 REP PAR,Activités combinées de soutien lié aux bâtiments
24670074400013,86 PLACE DE LA REPUBLIQUE ROSHEIM 67560,Administration publique générale
21610293900024,RUE FERDINAND DE BOYERES MORTAGNE-AU-PERCHE 61400,Terrains de camping et parcs pour caravanes ou véhicules de loisirs
24450041900027,4 PLACE SAINT-MACE FERRIERES-EN-GATINAIS 45210,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
30337658600473,LE CHANTRE VALENCE 26000,Commerce de détail d'appareils électroménagers en magasin spécialisé
20004029300058,5 PLACE DU MARCHE CLUNY 71250,Administration publique générale
30344739500060,13 RUE DU MAIL PARIS 75002,Commerce de gros (commerce interentreprises) de textiles
24290064500183,75 RUE AR VERET DOUARNENEZ 29100,"Captage, traitement et distribution d'eau"
26740103200011,CUSY 74540 MAIRIE,Action sociale sans hébergement n.c.a.
18003502403706,12 ALLEE DES PINS MARSEILLE 13009,Activités générales de sécurité sociale
21930013400018,65 AVENUE DE LA DIVISION LECLERC LE BOURGET 93350,Administration publique générale
20008524900064,ROUILLAC 16170 LE BOURG,Enseignement primaire
21790257600016,PLACE DE LA MAIRIE SAINT-HILAIRE-LA-PALUD 79210,Administration publique générale
03892683800012,14 RUE MONTROSIER NEUILLY-SUR-SEINE 92200,Activités combinées de soutien lié aux bâtiments
21940028000596,1 RUE DU GALLION CRETEIL 94000,Enseignement primaire
21430589800014,LE BOURG SAINT-JEURES 43200 MAIRIE,Administration publique générale
13002076100040,2 RUE EDOUARD BELIN METZ 57070 METZ TECHNOPOLE,Enseignement supérieur
01989764400019,15 BOULEVARD LEADER CANNES 06400,Activités combinées de soutien lié aux bâtiments
17750152500618,161 BOULEVARD PEREIRE PARIS 75017,Activités d’ordre public et de sécurité
13002065400567,274 AVENUE DU PRESIDENT WILSON SAINT-DENIS 93210,Administration publique générale
29590167200044,30 PLACE DU MARCHE AUX CHEVAUX BOURBOURG 59630,Construction d'autres ouvrages de génie civil n.c.a.
26520466900013,RUE DE LA NOUETTE CHALINDREY 52600 MAIRIE,Action sociale sans hébergement n.c.a.
03870815200012,19 RUE CAIL PARIS 75010 P PAR,Activités combinées de soutien lié aux bâtiments
26231621900019,11 RUE DU MARBRE ROCHES 23270 MAIRIE,Action sociale sans hébergement n.c.a.
21670544200111,73 BOULEVARD DE L'EUROPE WISSEMBOURG 67160,Enseignement primaire
26590836800011,3 PLACE SUZANNE LANNOY AUBERCHICOURT 59165 MAIRIE,Action sociale sans hébergement n.c.a.
22130001500908,AVENUE ROGER CHAUDON AIX-EN-PROVENCE 13290 MAISON DES ASSOCIATIONS,Autres activités des médecins spécialistes
21800634400020,RUE BAUDREZ RIVERY 80136,Autres activités récréatives et de loisirs
30271596600883,95 RUE DE LIGNY VELAINES 55500,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail"
21080057900034,RUE LA FOSSE BRIOUX LA BESACE 08450 MAIRIE,"Captage, traitement et distribution d'eau"
20005588700166,10 RUE DE VERDUN MAYENNE 53100 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
21810271300177,PARC GEORGES SPENALE SAINT-SULPICE-LA-POINTE 81370 MAIRIE,Transports urbains et suburbains de voyageurs
21760474300021,2 RUE VICTOR HUGO NOTRE-DAME-DE-BONDEVILLE 76960,Enseignement primaire
20006638900434,10 RUE FONTAINE VENISE SAINT-LO 50000,Accueil de jeunes enfants
03917052700012,91 RUE D'AGUESSEAU BOULOGNE-BILLANCOURT 92100 92 BOULOGNE REP PAR,Activités combinées de soutien lié aux bâtiments
17993960800016,PRAIA,Affaires étrangères
13002923400015,5 PLACE JEAN CORNET BESANCON 25000,Administration publique (tutelle) des activités économiques
21460315100017,TEYSSIEU 46190,Administration publique générale
21010159800055,RUE DE L’EGLISE FEILLENS 01570 MAIRIE,Collecte et traitement des eaux usées
21530212600069,5 PLACE DE L'EGLISE SAINT-DENIS-DU-MAINE 53170 MAIRIE,Location de terrains et d'autres biens immobiliers
03884941000014,12 RUE EDMOND VITRY NOGENT-SUR-MARNE 94130,Activités combinées de soutien lié aux bâtiments
03521018600017,70 RUE LOUIS VITET TOULOUSE 31400,Activités combinées de soutien lié aux bâtiments
03892554100013,21 RUE GAMBETTA MEULAN-EN-YVELINES 78250,Activités combinées de soutien lié aux bâtiments
21330032000107,28 RUE DU MAL LATTRE DE TASSIGNY BASSENS 33530,Accueil de jeunes enfants
21530127600105,18 PLACE DU 8 MAI 1945 LASSAY-LES-CHATEAUX 53110,Construction d'autres ouvrages de génie civil n.c.a.
21040049500011,RUE VICTORIN-MAUREL CHATEAU-ARNOUX-SAINT-AUBAN 04160,Administration publique générale
03895216400010,14 PLACE DU PRESIDENT KENNEDY VANVES 92170,Activités combinées de soutien lié aux bâtiments
03874488400016,17 BOULEVARD MALESHERBES PARIS 75008 ARIS REP PAR,Activités combinées de soutien lié aux bâtiments
21350238800183,10 CONTOUR SAINT-AUBIN RENNES 35000,Enseignement primaire
04228368900018,782 AVENUE DU MONT D'ARBOIS SAINT-GERVAIS-LES-BAINS 74170,Activités combinées de soutien lié aux bâtiments
21070200700019,LE ROUX 07560 HOTEL DE VILLE,Administration publique générale
26691018100251,185 ROUTE DE GENAS VILLEURBANNE 69100 183,Hébergement social pour personnes âgées
13001476400828,38 AVENUE RHIN ET DANUBE GRENOBLE 38100,Administration publique générale
26350140500017,1 PLACE FRANCOIS DOLLIER GRAND-FOUGERAY 35390 MAIRIE,Action sociale sans hébergement n.c.a.
24310063300367,10 CHEMIN POUCIQUOT RAMONVILLE-SAINT-AGNE 31520,Accueil de jeunes enfants
03841922200013,4 BOULEVARD SAINT PIERRE COLMAR 68000,Activités combinées de soutien lié aux bâtiments
26972048800015,BOURG LORRAIN 97214 MAIRIE,Action sociale sans hébergement n.c.a.
01978422200010,32 BOULEVARD VICTOR HUGO NICE 06000,Activités combinées de soutien lié aux bâtiments
26750045200714,1 ROUTE L'HOPITAL LABRUYERE 60140,Activités hospitalières
21610001600189,60 RUE DE LA RM AM JAVOUHEY ALENCON 61000,Enseignement primaire
04386931200017,39 RUE CHARLES SILVESTRI VINCENNES 94300,Activités combinées de soutien lié aux bâtiments
21140134400018,LES PLAINS CANTELOUP 14370,Administration publique générale
21410226100044,5 RUE DES ECOLES SAINT-OUEN 41100 MAIRIE,Autres services de restauration n.c.a.
19081004400023,RUE DU CHATEAU MAUBERT-FONTAINE 08260,Enseignement secondaire général
22590001802499,12 BOULEVARD DE L' EGALITE TOURCOING 59200,Activité des médecins généralistes
26170027200162,17 RTE DE ROYAN MONTENDRE 17130,Action sociale sans hébergement n.c.a.
26080469500013,HARAUCOURT 08450,Action sociale sans hébergement n.c.a.
03900240700029,192 RUE DE VAUGIRARD PARIS 75015,Activités combinées de soutien lié aux bâtiments
02584320200026,29 RUE CARNOT DINAN 22100,"Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise"
21910223300208,PLACE GEOFFROY SAINT HILAIRE ETAMPES 91150,Arts du spectacle vivant
21350284200114,4 PLACE DE L'EGLISE SAINT-JOUAN-DES-GUERETS 35430,Administration publique générale
03905701300011,5 RUE CAMBON PARIS 75001 RIS REP PAR,Activités combinées de soutien lié aux bâtiments
19720024900013,RUE DE LA PERRIERE LOUE 72540,Enseignement secondaire général
21620132700063,181 RUE DU GENERAL DE GAULLE BILLY-BERCLAU 62138,Administration publique générale
21070315300028,LE VILLAGE LA SOUCHE 07380,Enseignement primaire
03869426100017,114 BOULEVARD SAINT-GERMAIN PARIS 75006 RIS REP PAR,Activités combinées de soutien lié aux bâtiments
21350172900015,1 PLACE DE LA MAIRIE MEILLAC 35270,Administration publique générale
13001331100597,171 AVENUE VERT COTEAU TOULON 83000 CENTRE DES FINANCES PUBLIQUES,Administration publique générale
21200031900021,BASTELICA 20119,Enseignement primaire
20006793200067,30 RUE ALFRED KASTLER VANNES 56000,Transports urbains et suburbains de voyageurs
07565021800581,BOULEVARD DE L'ILE AUX OISEAUX GRAND-COURONNE 76530 SITE ROUEN-VALLEE DE SEINE LOGISTIQUE,Affrètement et organisation des transports
30332389300048,7 RUE DES MARTYRS DE LA LIBERATI MERY-SUR-SEINE 10170 BP 11,Hébergement médicalisé pour enfants handicapés
04231333800016,30 AV DU PARMELAN ANNECY 74000,Activités combinées de soutien lié aux bâtiments
03899688000019,26 BOULEVARD JEAN JAURES BOULOGNE-BILLANCOURT 92100 NORE 75008 PARIS REP,Activités combinées de soutien lié aux bâtiments
13001163800751,188 RUE ANATOLE FRANCE OYONNAX 01100,Administration publique générale
30120992000034,41 AVENUE GASTON MONMOUSSEAU STAINS 93240,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers
03925585600013,12 RUE BERGER PARIS 75001,Activités combinées de soutien lié aux bâtiments
21010189500030,INJOUX-GENISSIAT 01200,Administration publique générale
20002702700057,ALL RAYMOND LE DUIGOU MUZILLAC 56190,Transports routiers réguliers de voyageurs
21420184000102,196 MONTEE DES ECOLES RIORGES 42153,Enseignement primaire
21590350100934,3 RUE DES DEPORTES LILLE 59800,Enseignement pré-primaire
17972111300241,63 RUE VICTOR SEVERE FORT-DE-FRANCE 97200 TRIBUNAL D'INSTANCE  IMMEUBLE PERRINON,Justice
21370066900012,5 PLACE DE LA MAIRIE CHEDIGNY 37310,Administration publique générale
30136594600013,8 RUE DE LA MEUSE LYON 69008,Action sociale sans hébergement n.c.a.
05880846000032,11 RUE HENRI DUNANT LES CLAYES-SOUS-BOIS 78340,Location de terrains et d'autres biens immobiliers
13001779101784,2 QUAI DE SEINE CHAMPAGNE-SUR-SEINE 77430,Administration publique (tutelle) des activités économiques
21260324500078,AVENUE FREDERIC MISTRAL SAINT-PAUL-TROIS-CHATEAUX 26130,Enseignement primaire
21880353400013,8 ROUTE DE LERRAIN PONT-LES-BONFAYS 88260,Administration publique générale
21860177100098,2 RUE FRANCOIS MITTERRAND NEUVILLE-DE-POITOU 86170,Enseignement pré-primaire
21350128100140,40 RUE DE LA LIBERTE GUIPEL 35440 MAIRIE,Production et distribution de vapeur et d'air conditionné
03882425600010,6 RUE DE COLMAR LE PERREUX-SUR-MARNE 94170,Activités combinées de soutien lié aux bâtiments
26100001200052,90 AVENUE PASTEUR TROYES 10000,Activités hospitalières
21310555402716,7 RUE FERDINAND DE LESSEPS TOULOUSE 31100,Enseignement pré-primaire
21630276000030,PONT DE DORE PESCHADOIRES 63920,Enseignement pré-primaire
25640140700018,AHAXE-ALCIETTE-BASCASSAN 64220 MAIRIE,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
24010089100078,35 RUE DE LA POSTE (CHATILLON-EN-MICHAILLE) VALSERHONE 01200,Gestion des sites et monuments historiques et des attractions touristiques similaires
21330413200029,8 ROUTE DE LIBOURNE SAINT-GERMAIN-DU-PUCH 33750,Enseignement primaire
21680224901060,25 AVENUE DU PRESIDENT KENNEDY MULHOUSE 68200 25-29,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
21260063900026,LE JALINIER BUIS-LES-BARONNIES 26170,Terrains de camping et parcs pour caravanes ou véhicules de loisirs
21160346900019,SAINT-QUENTIN-DE-CHALAIS 16210,Administration publique générale
03900677000018,79 RUE FONDARY PARIS 75015,Activités combinées de soutien lié aux bâtiments
26540070500041,3 RUE DU GENERAL LECLERC DAMELEVIERES 54360 MAIRIE,Action sociale sans hébergement n.c.a.
21890480300010,12 RUE DU GENERAL DE GAULLE VINNEUF 89140,Administration publique générale
03924332400017,14 RUE VAUVENARGUES PARIS 75018,Activités combinées de soutien lié aux bâtiments
20004038400048,4 RUE DU MARECHAL JOFFRE MONTPON-MENESTEROL 24700,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
21430108700018,26 RUE DE LA COLONIE JULLIANGES 43500 LE BOURG,Administration publique générale
21232702700018,LE BOURG SAINT-PIERRE-BELLEVUE 23460 MAIRIE,Administration publique générale
30189488700027,LA MICHELLERIE LES VILLAGES VOVEENS 28150 PRASVILLE,"Exploitation de gravières et sablières, extraction d’argiles et de kaolin"
20004217400090,ESPLANADE DU PERISTYLE LORIENT 56100 MAISON DE L'AGGLOMERATION,Administration publique générale
21530028600030,27 RUE DU MUGUET BELGEARD 53440,Enseignement primaire
18130008800141,7 RUE DE MADAGASCAR MARSEILLE 13006,Autres hébergements
21880165200015,RUE DU VIVIER ETIVAL-CLAIREFONTAINE 88480,Administration publique générale
21680220700011,MAIRIE MUESPACH 68640,Administration publique générale
29400216700012,MAIRIE SAINT-MICHEL-ESCALUS 40550,Construction d'autres ouvrages de génie civil n.c.a.
30005667800026,RUE DU BOIS TROARN 14670,Aide par le travail
21760114500188,2 RUE HENRI FLEURY BOLBEC 76210,Enseignement pré-primaire
30200047600069,ROUTE DE CLAMECY DORNECY 58530,Entreposage et stockage non frigorifique
21630332100022,3 ROUTE DE LA MAIRIE SAINT-CLEMENT-DE-REGNAT 63310,Enseignement primaire
21971101700174,ZONE DOTHEMARE - BLVD ZAMI LES ABYMES 97139,Enseignement pré-primaire
21930029000463,RUE DES BOIS DE GROSLAY DRANCY 93700,Autres activités des médecins spécialistes
03904242900017,10 RUE DES COLONELS RENARD PARIS 75017,Activités combinées de soutien lié aux bâtiments
21310542200017,16 RUE DU VILLAGE SEILHAN 31510,Administration publique générale
21890267400025,41 GRANDE RUE MONTREAL 89420,Enseignement primaire
19771912300014,RUE DE LA RAPERIE OISSERY 77178,Enseignement secondaire général
21170466300023,11 RUE DE LA VERRERIE VERINES 17540,Enseignement primaire
20009874700013,2 PLACE GEORGES CLEMENCEAU OLORON-SAINTE-MARIE 64400 HOTEL DE VILLE,Production et distribution de vapeur et d'air conditionné
20005410400126,LE BOURG VAL D'ARCOMIE 15320 MAIRIE,Location de terrains et d'autres biens immobiliers
21320181700011,LAGUIAN-MAZOUS 32170,Administration publique générale
30037654800016,RUE DE VERDUN LES SABLES D'OLONNE 85100,Gestion des sites et monuments historiques et des attractions touristiques similaires
21040034700022,ROUTE DE FORCALQUIER LA BRILLANNE 04700,Enseignement primaire
30228025000069,57 BOULEVARD JULES VERGER DINARD 35800,Location de terrains et d'autres biens immobiliers
21440109300684,19 RUE EUGENE THOMAS NANTES 44300,Enseignement pré-primaire
03902907900017,18 RUE DE PANAMA PARIS 75018,Activités combinées de soutien lié aux bâtiments
21710040300039,RUE RENE CASSIN BLANZY 71450 QUARTIER NORD,Enseignement pré-primaire
24201005600073,18 RUE ANTOINE SOLLACARO AJACCIO 20090 IMMEUBLE ALBAN-BAT G ET H,Administration publique générale
21570053500010,6 RUE DU CHATEAU BASSING 57260,Administration publique générale
21310555401668,15 CHEMIN DE L'EGLISE MONTAUDRAN TOULOUSE 31400,Enseignement primaire
21060088800114,35 AVENUE AUBER NICE 06000,Enseignement primaire
03915482800014,8 PLACE DU MARECHAL LECLERC LA CELLE-SAINT-CLOUD 78170 CYR L ECOLE REP PAR,Activités combinées de soutien lié aux bâtiments
29390177300011,MAIRIE HAUTEROCHE 39210,Construction d'autres ouvrages de génie civil n.c.a.
21700094200037,RUE DES ECOLES BREUCHOTTE 70280 MAIRIE,"Captage, traitement et distribution d'eau"
30260750200143,4 AVENUE D'AMAZONIE LES ULIS 91940,Activités des agences de publicité
21350115800397,2 RUE PORTE SAINT-LEONARD FOUGERES 35300,Construction d'autres ouvrages de génie civil n.c.a.
21630150700028,RUE DES ECOLES ENVAL 63530,Enseignement primaire
17590131300031,34 RUE DE GUISNES TOURCOING 59200,Hébergement social pour enfants en difficultés
20006326100065,LE BOURG JUVIGNY LES VALLEES 50520,Administration publique générale
04184112300015,4 RUE DES DOMELIERS COMPIEGNE 60200 AGENCE DE LA POSTE,Activités combinées de soutien lié aux bâtiments
21930073800172,ALLEE BULLANT TREMBLAY-EN-FRANCE 93290,Enseignement pré-primaire
20006948200103,1050 AVENUE FRANCOIS MITTERRAND AVESNES-LE-COMTE 62810,Location de terrains et d'autres biens immobiliers
21510362300033,RUE DU 11 NOVEMBRE 1918 MOURMELON-LE-PETIT 51400,Enseignement primaire
21780335200079,RUE PAULINE KERGOMARD LIMAY 78520,Enseignement pré-primaire
25872865800059,27 BOULEVARD DE LA CORDERIE LIMOGES 87000 BATIMENT D,Télécommunications filaires
03885797500015,23 RUE CHAUCHAT PARIS 75009 S REP PAR,Activités combinées de soutien lié aux bâtiments
17860231400670,6 RUE CLAUDE BERTHOLLET POITIERS 86000 ZI REPUBLIQUE 3,Administration publique générale
19830766200017,AV DE L UNIVERSITE LA GARDE 83130,Enseignement supérieur
20002849600020,MARSEILLETTE 11800 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
03916740800010,34 RUE MOLIERE MONTREUIL 93100,Activités combinées de soutien lié aux bâtiments
03875522900010,1 RUE LEUCK MATHIEU PARIS 75020,Activités combinées de soutien lié aux bâtiments
30010498100042,84 RUE MADAME MOLE VANNES 56000,Autre création artistique
26840064500019,HOTEL DE VILLE LAMOTTE-DU-RHONE 84840,Action sociale sans hébergement n.c.a.
21680375900010,2 RUE D'ENSISHEIM WITTELSHEIM 68310,Administration publique générale
22470001300309,MAIRIE DURAS 47120,Activité des médecins généralistes
21840106500089,PLACE MAX AUBERT SAINTE-CECILE-LES-VIGNES 84290 MAIRIE,Accueil de jeunes enfants
21590220600147,5 RUE DE LA RESISTANCE FACHES-THUMESNIL 59155,Enseignement primaire
26950084900014,10 RUE DU 11 NOVEMBRE 1918 MONTMAGNY 95360,Action sociale sans hébergement n.c.a.
21470194800017,204 CHEMIN DE RONDE MOUSTIER 47800,Administration publique générale
30230072800052,2 RUE JULES VERNE LE CROTOY 80550,Location de logements
21350333700023,2 BOULEVARD DE LA GARE LE THEIL-DE-BRETAGNE 35240,Enseignement primaire
03877160600019,17 RUE MAL GALLIENI SAINT-GERMAIN-EN-LAYE 78100 I 78 ST GERMAIN EN L,Activités combinées de soutien lié aux bâtiments
21680287600047,2 RUE DE LA PISCINE ROUFFACH 68250,Enseignement pré-primaire
21770312300026,25 RUE DES CORMIERS MONTIGNY-SUR-LOING 77690,Enseignement primaire
20006685000096,4 BOULEVARD DE VARENNES DORMANS 51700,Collecte et traitement des eaux usées
26380189600014,PLACE DE LA MAIRIE TIGNIEU-JAMEYZIEU 38230 MAIRIE,Action sociale sans hébergement n.c.a.
04008809800013,23 RUE GABRIEL PERI L'ARBRESLE 69210,Activités combinées de soutien lié aux bâtiments
03272376900017,AVENUE ARISTIDE BRIAND MERIGNAC 33700 RESID.FONTAINES D'ARLAC,Activités combinées de soutien lié aux bâtiments
03900291000014,30 RUE BOISSY D'ANGLAS PARIS 75008 RIS REP PAR,Activités combinées de soutien lié aux bâtiments
30011235600039,2 LD LA ROUILLONNERIE VALLIERES-LES-GRANDES 41400,Vente à domicile
03872420900010,16 RUE MARTIN BERNARD PARIS 75013,Activités combinées de soutien lié aux bâtiments
04931779500018,5 RUE PAUL DOUMER ROYAN 17200 CABINET HOURY,Activités combinées de soutien lié aux bâtiments
03907813400010,6 RUE DU FAUBOURG POISSONNIERE PARIS 75010 75003PARIS REP PAR,Activités combinées de soutien lié aux bâtiments
21700363100025,13 GRAND RUE MONTIGNY-LES-VESOUL 70000,Enseignement primaire
22770001000324,1 RUE DES RAGUINS VILLENOY 77124,Administration publique (tutelle) des activités économiques
03893573000010,83 RUE DU 11 NOVEMBRE 1918 MAISONS-ALFORT 94700 85,Activités combinées de soutien lié aux bâtiments
30070106700096,1 RUE DE LESTANDAU ANGLET 64600 ZAC MELVILLE LYNCH,Commerce de voitures et de véhicules automobiles légers
26280284600010,14 RUE EUGENE FETTU COMBRES 28480 MAIRIE,Action sociale sans hébergement n.c.a.
21380242400043,MONESTIER-DE-CLERMONT 38650 MAIRIE,Collecte et traitement des eaux usées
05096006100013,32 AV DU GEN LECLERC LE MALESHERBOIS 45300,Activités combinées de soutien lié aux bâtiments
21840106500022,PLACE MAX AUBERT SAINTE-CECILE-LES-VIGNES 84290 MAIRIE,Autres services de restauration n.c.a.
21440155600029,13 PLACE DE L'EUROPE SAINT-COLOMBAN 44310,Enseignement primaire
21530218300045,12 AVENUE DES SPORTS SAINTE-GEMMES-LE-ROBERT 53600 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
08781337400011,4 RUE PLUCHE REIMS 51100,Activités combinées de soutien lié aux bâtiments
21570159000105,RUE DES FAISANS CREHANGE 57690 ECOL MATERNE LA BERGERIE,Enseignement pré-primaire
03937719700015,30 RUE ROTTEMBOURG PARIS 75012,Activités combinées de soutien lié aux bâtiments
19941111700534,80 AVENUE DU GENERAL DE GAULLE CRETEIL 94000 IMMEUBLE DE LA PYRAMIDE,Recherche-développement en sciences humaines et sociales
20001256500061,LOTISSEMENT PONCET DUMBEA 98830 KATIRAMONA,Enseignement primaire
21800583300031,RUE DU GENERAL DE GAULLE PENDE 80230 HAMEAU DE SALLENELLE,Enseignement primaire
03870787300014,126 RUE LA FAYETTE PARIS 75010,Activités combinées de soutien lié aux bâtiments
03893616700014,38 RUE DE L'EST BOULOGNE-BILLANCOURT 92100 38-38B,Activités combinées de soutien lié aux bâtiments
21380370300031,50 RUE DU MARQUIS DE LA PORTE SAINT-BONNET-DE-CHAVAGNE 38840 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
01491542500012,2 AVENUE DU PUY ESPALY-SAINT-MARCEL 43000,Activités combinées de soutien lié aux bâtiments
26630771900028,4 RTE DE RIOM VOLVIC 63530,Hébergement médicalisé pour personnes âgées
26020501800013,MONTIGNY-LE-FRANC 02250 MAIRIE,Action sociale sans hébergement n.c.a.
21280294600039,RUE DE LA MAIRIE OYSONVILLE 28700 MAIRIE,"Captage, traitement et distribution d'eau"
21191500400041,RUES DES ECOLES NOAILHAC 19500,Enseignement primaire
29510102600017,1 PL DE LA MAIRIE MARGNY 51210 MAIRIE,Construction d'autres ouvrages de génie civil n.c.a.
19974069700016,1 RUE JACQUOT SAINT-PAUL 97460,Enseignement secondaire général
04386984100015,163 RUE LOUIS BLERIOT BOULOGNE-BILLANCOURT 92100,Activités combinées de soutien lié aux bâtiments
20008649400073,PL JEAN DE BONNEFON PUYCAPEL 15340 MAIRIE,"Captage, traitement et distribution d'eau"
30254308700027,2 RUE DE LA RECHERCHE VILLENEUVE-D'ASCQ 59491,Recherche-développement en autres sciences physiques et naturelles
04381887100014,64 RUE CATHERINE DE LA ROCHEFOUCAULD PARIS 75009 5017 PARIS REP PAR,Activités combinées de soutien lié aux bâtiments
21680224901243,21 RUE HENRI MATISSE MULHOUSE 68200,Enseignement primaire
04388606800014,22 VILLA DE LA PREVOYANCE SAINT-OUEN-SUR-SEINE 93400,Activités combinées de soutien lié aux bâtiments
21820121800391,28 AVENUE CHARLES DE GAULLE MONTAUBAN 82000,Enseignement pré-primaire
17130120300450,LD CANAVAGGIO BORGO 20290 CTRE PENITENTIAIRE,Justice
22620001200228,34 RUE ANNE FRANK SAINT-MARTIN-BOULOGNE 62280,Action sociale sans hébergement n.c.a.
21370084200015,32 RUE JEAN ET FRANCOIS TERTRAIN COUESMES 37330,Administration publique générale
